Futterart;Bestand;code;Aufwuchs;Stadium;TS [g];NEL    [MJ];NEV   [MJ];UE [MJ];APDE [g];APDN [g];OS [g];RP [g];RF [g];NDF [g];ADF   [g];Zucker [g];vOS [%];aRP [%];RA [g];Ca [g];P [g];Mg [g];K [g];Na [g];Cl  [g];S  [g];Cu  [mg];Fe  [mg];Mn  [mg];Zn  [mg];Co  [mg];Se  [mg]; [];Lysin [g/kg TS];Methionin [g/kg TS];Leucin [g/kg TS];Histidin [g/kg TS];Phenylalanin [g/kg TS];Threonin [g/kg TS];Isoleucin [g/kg TS];Valin [g/kg TS];Arginin [g/kg TS]
künstlich getrocknet;G;G24-d;folgende;4;880;4.979225064;4.844123894;8.786124024;86.21832473;83.6272939;895.5797752;131.3241606;275.5254475;524.8578097;332.140258;70.6901664;65.2508033;62.1694958;104.9677452;6.555298;3.584964443;1.82487;26.3852955;0.306495;4.877765333;1.82023;7.94544;125;72.074215;25.520165;0.05;0.02;;;;;;;;;;
künstlich getrocknet;G;G25-d;folgende;5;880;4.491445761;4.240441661;8.050560131;75.90642964;69.28675284;897.5313947;109.8878873;302.762902;570.744321;364.3427618;61.44164811;59.58984288;60.92331945;103.5199992;6.555298;3.346266741;1.7393;23.0552955;0.293455;4.492501333;1.64203;7.37503;75;65.940745;24.170165;0.05;0.02;;;;;;;;;;
künstlich getrocknet;GR;GR21-d;folgende;1;880;5.716813454;5.782685883;9.856047959;104.3501194;116.8456539;880.7352782;180.6025976;218.8638025;423.4049599;266.1996735;103.959251;72.93689305;64.46436373;120.1549716;6.555298;4.301057548;2.32158;30.9752955;0.283215;5.861124;2.52583;10.309615;200;77.5159;31.07112;0.15;0.02;;;;;;;;;;
künstlich getrocknet;GR;GR22-d;folgende;2;880;5.696723347;5.751634136;9.833154959;101.4913769;108.6153215;888.431106;168.4292539;223.6248552;432.6461132;272.1691216;117.9272669;72.59068306;63.9547223;112.1597911;6.555298;4.062359846;2.11601;30.3452955;0.301375;6.16658;2.26213;9.057545;125;68.19379;28.22112;0.05;0.02;;;;;;;;;;
künstlich getrocknet;GR;GR23-d;folgende;3;880;5.394455892;5.370285917;9.393187484;94.24848503;95.584543;891.323044;149.0872069;238.3616512;462.7816474;290.3614838;107.5114057;69.66313485;63.09744261;109.4026274;6.555298;3.823662145;1.95044;28.8152955;0.309135;6.241796;2.02693;8.032695;125;59.93456;25.87112;0.05;0.02;;;;;;;;;;
künstlich getrocknet;GR;GR24-d;folgende;4;880;5.112207402;5.002624709;8.991422478;87.64954462;84.23883855;901.6345416;132.2836283;250.9033522;493.9504352;312.6451094;97.53241823;66.18638238;62.17036541;98.53990225;6.555298;3.584964443;1.82487;26.3852955;0.306495;6.086772;1.82023;7.235065;125;52.73821;24.02112;0.05;0.02;;;;;;;;;;
künstlich getrocknet;GR;GR25-d;folgende;5;880;4.729328109;4.520641283;8.42408733;78.9413349;71.05564187;908.0304679;112.6163176;278.4398898;536.8955317;342.2024668;85.06904485;61.58701122;61.00565531;92.34567901;6.555298;3.346266741;1.7393;23.0552955;0.293455;5.701508;1.64203;6.664655;75;46.60474;22.67112;0.05;0.02;;;;;;;;;;
künstlich getrocknet;A;E21-d;folgende;1;880;5.585435197;5.608250775;9.674709062;106.3552688;126.4539114;877.3439261;194.8861457;213.7181442;407.5435479;267.0710186;72.47985247;71.1950912;64.94001593;123.4764763;8.247759;4.281164362;2.46633;32.4589545;0.213956667;4.652117333;2.52583;11.01999;200;96.851905;32.570165;0.15;0.02;;;;;;;;;;
künstlich getrocknet;A;E22-d;folgende;2;880;5.519865844;5.524326966;9.580545928;101.8443407;114.6931468;883.8487389;177.4283;220.6765586;416.9224695;273.8141766;82.01858779;70.58136913;64.32738544;116.6536029;8.247759;4.022573473;2.26076;31.8289545;0.232116667;4.957573333;2.26213;9.76792;125;87.529795;29.720165;0.05;0.02;;;;;;;;;;
künstlich getrocknet;A;E23-d;folgende;3;880;5.205473045;5.130279335;9.118239509;94.2044746;100.8621708;886.4602323;156.8935772;237.9362121;445.8505274;292.36693;74.66147188;67.52729497;63.4887089;114.1180489;8.247759;3.763982585;2.09519;30.2989545;0.239876667;5.032789333;2.02693;8.74307;125;79.270565;27.370165;0.05;0.02;;;;;;;;;;
künstlich getrocknet;A;E24-d;folgende;4;880;5.079018133;4.969328935;8.933878408;89.67862001;90.96074592;892.1289992;142.2191336;249.3005112;463.2157206;311.1750483;71.20320197;66.22898913;62.75803929;108.3537126;8.247759;3.505391696;1.96962;27.8689545;0.237236667;4.877765333;1.82023;7.94544;125;72.074215;25.520165;0.05;0.02;;;;;;;;;;
künstlich getrocknet;A;E25-d;folgende;5;880;4.703425003;4.505324876;8.368831318;81.21009801;77.70336064;893.1075448;122.4616995;276.7458233;507.6431562;341.8529568;63.47173101;62.2524431;61.7028557;107.9377488;8.247759;3.246800808;1.88405;24.5389545;0.224196667;4.492501333;1.64203;7.37503;75;65.940745;24.170165;0.05;0.02;;;;;;;;;;
künstlich getrocknet;AR;ER21-d;folgende;1;880;5.770537209;5.855203373;9.928658123;106.7372031;122.6469376;875.5765887;189.1987479;198.6840403;379.3834855;253.366065;95.6693891;73.6107466;64.78217312;125.3583774;8.247759;4.281164362;2.46633;32.4589545;0.213956667;5.861124;2.52583;10.309615;200;77.5159;31.07112;0.15;0.02;;;;;;;;;;
künstlich getrocknet;AR;ER22-d;folgende;2;880;5.733776642;5.804997796;9.879634481;103.3167074;113.2549884;882.5652691;175.278414;204.5741744;389.6041175;259.4314503;108.4289908;73.17108873;64.26000538;118.128891;8.247759;4.022573473;2.26076;31.8289545;0.232116667;6.16658;2.26213;9.057545;125;68.19379;28.22112;0.05;0.02;;;;;;;;;;
künstlich getrocknet;AR;ER23-d;folgende;3;880;5.472931658;5.473574721;9.50312257;96.65729017;100.6567745;886.6893442;156.5903159;219.1730891;416.9919054;278.3786488;97.37794123;70.57996181;63.47348346;113.8734225;8.247759;3.763982585;2.09519;30.2989545;0.239876667;6.241796;2.02693;8.032695;125;59.93456;25.87112;0.05;0.02;;;;;;;;;;
künstlich getrocknet;AR;ER24-d;folgende;4;880;5.24130827;5.170213263;9.176245364;91.25732824;90.88859923;895.9665469;142.1429406;234.3079798;444.4301047;297.8254593;90.18380408;67.84529462;62.72246955;104.3195136;8.247759;3.505391696;1.96962;27.8689545;0.237236667;6.086772;1.82023;7.235065;125;52.73821;24.02112;0.05;0.02;;;;;;;;;;
künstlich getrocknet;AR;ER25-d;folgende;5;880;4.821377229;4.649454425;8.548348215;82.36182135;77.79611267;896.1116135;122.6221857;261.1063358;484.2596062;324.8649379;80.07681396;63.3695566;61.68801098;104.8655244;8.247759;3.246800808;1.88405;24.5389545;0.224196667;5.701508;1.64203;6.664655;75;46.60474;22.67112;0.05;0.02;;;;;;;;;;
künstlich getrocknet;L;L21-d;folgende;1;880;6.062285687;6.21980558;10.35378678;117.4584179;146.198309;870.142937;224.3869977;172.5821722;307.6531401;233.5277781;76.78020506;76.24318484;65.65512423;131.1442537;13.62216609;3.728652036;2.815250988;28.50985321;0.213956667;5.861124;2.792304298;11.01999;200;96.851905;32.570165;0.15;0.02;;;;;;;;;;
künstlich getrocknet;L;L22-d;folgende;2;880;5.880881332;5.985361023;10.0983277;111.5268184;133.6078681;876.6240091;205.558021;184.5498902;324.4199331;242.6814628;87.46330577;74.27916445;65.23151285;124.4653875;13.62216609;3.503433997;2.580598226;27.94355953;0.232116667;6.16658;2.528704298;9.76792;125;87.529795;29.720165;0.05;0.02;;;;;;;;;;
künstlich getrocknet;L;L23-d;folgende;3;880;5.625437886;5.658601426;9.733001635;106.048257;124.3661103;879.8199944;191.7894175;201.373587;350.2338391;265.9595466;83.69531536;71.61459644;64.83504006;121.3914985;13.62216609;3.278215958;2.391604415;26.56827487;0.239876667;6.241796;2.293704298;8.74307;125;79.270565;27.370165;0.05;0.02;;;;;;;;;;
künstlich getrocknet;L;L24-d;folgende;4;880;5.467347546;5.448130437;9.514531327;101.5375479;115.0006199;889.0728477;177.9240836;220.3663828;372.7725304;289.7719472;74.86987234;69.65190433;64.30951536;111.7021277;13.62216609;3.052997919;2.248269555;24.38399924;0.237236667;6.086772;2.087304298;7.94544;125;72.074215;25.520165;0.05;0.02;;;;;;;;;;
künstlich getrocknet;L;L25-d;folgende;5;880;4.905362969;4.736272198;8.691526853;91.65668161;101.5024302;894.0401696;157.9027391;257.6638868;430.9399016;322.8299068;65.31774304;63.58236415;63.47641219;106.8263763;13.62216609;2.82777988;2.150593645;21.39073263;0.224196667;5.701508;1.909504298;7.37503;75;65.940745;24.170165;0.05;0.02;;;;;;;;;;
künstlich getrocknet;KF;DF21-d;folgende;1;880;5.646865334;5.724904036;9.72118527;103.3626476;116.80028;861.6359609;180.3881864;161.7723288;300.0550685;229.5348689;76.67305196;73.44115683;64.59308329;139.3280662;10.025686;4.511490358;3.03678;33.55209;0.213956667;4.652117333;2.52583;12.25874;200;77.5159;37.03438;0.15;0.02;;;;;;;;;;
künstlich getrocknet;KF;DF22-d;folgende;2;880;5.628046374;5.699373899;9.695893889;101.3223852;111.1209556;865.6676506;171.972221;166.1225407;304.8011784;234.1854769;93.93724739;73.22783789;64.263176;135.1895474;10.025686;4.232001715;2.83121;32.92209;0.232116667;4.957573333;2.26213;11.00667;125;68.19379;34.18438;0.05;0.02;;;;;;;;;;
künstlich getrocknet;KF;DF23-d;folgende;3;880;5.567000136;5.623621326;9.606003719;97.55795743;101.5625804;869.2845046;157.797977;174.1252496;314.5638689;241.236749;79.11401168;72.75337177;63.66222224;131.2987389;10.025686;3.952513073;2.66564;31.39209;0.239876667;5.032789333;2.02693;9.98182;125;59.93456;31.83438;0.05;0.02;;;;;;;;;;
künstlich getrocknet;KF;DF24-d;folgende;4;880;5.529567426;5.574231821;9.554037262;95.240458;95.62282329;873.4706282;149.0047862;180.5571244;323.0260354;249.3920779;73.1191581;72.35022966;63.23376335;127.1127254;10.025686;3.673024431;2.54007;28.96209;0.237236667;4.877765333;1.82023;9.18419;125;52.73821;29.98438;0.05;0.02;;;;;;;;;;
künstlich getrocknet;KF;DF25-d;folgende;5;880;5.23184445;5.193824152;9.125378088;89.89355805;88.0909391;876.1875776;137.8241258;195.6115431;340.7620779;261.7078294;70.68298733;69.148359;62.66604487;124.5514498;10.025686;3.393535788;2.4545;25.63209;0.224196667;4.492501333;1.64203;8.61378;75;46.60474;28.63438;0.05;0.02;;;;;;;;;;
künstlich getrocknet;KG;DT21-d;folgende;1;880;5.766092273;5.876117162;9.892758273;105.1064442;118.6446036;861.7069014;183.1414677;176.7440866;325.5871165;241.4326624;87.29655263;74.64656952;64.67750491;138.6383421;14.62966318;4.736317922;2.92625122;33.58776883;0.213956667;4.652117333;2.628804604;12.25874;200;77.5159;37.03438;0.15;0.02;;;;;;;;;;
künstlich getrocknet;KG;DT22-d;folgende;2;880;5.49823752;5.533850456;9.509458004;99.26564476;108.6157331;864.8122746;168.2480917;180.4400708;332.7952825;245.6484024;90.10981291;71.86076799;64.12110043;135.4190382;14.62966318;4.450234848;2.682346526;32.9570989;0.232116667;4.957573333;2.365204604;11.00667;125;68.19379;34.18438;0.05;0.02;;;;;;;;;;
künstlich getrocknet;KG;DT23-d;folgende;3;880;5.155994941;5.089631449;9.023186122;95.69908196;107.4303718;867.8151094;166.5100295;190.5821777;360.2886779;255.5563316;88.31759168;67.74109471;64.0300185;132.3064084;14.62966318;4.164151774;2.485901032;31.42547192;0.239876667;5.032789333;2.130204604;9.98182;125;59.93456;31.83438;0.05;0.02;;;;;;;;;;
künstlich getrocknet;KG;DT24-d;folgende;4;880;4.883490074;4.742834709;8.625340601;90.95265096;100.9821168;871.3728507;156.9567161;197.2227069;371.3642955;264.7877679;86.07721281;64.64322474;63.60477734;128.6062677;14.62966318;3.878068701;2.336914739;28.99288789;0.237236667;4.877765333;1.923804604;9.18419;125;52.73821;29.98438;0.05;0.02;;;;;;;;;;
künstlich getrocknet;KG;DT25-d;folgende;5;880;4.307925541;4.02131119;7.764132446;83.65631903;96.02808175;873.3445928;149.6107136;208.9275029;396.5792108;277.0941016;83.79881864;57.85536323;63.25836198;126.8095404;14.62966318;3.591985627;2.235387645;25.65934681;0.224196667;4.492501333;1.746004604;8.61378;75;46.60474;28.63438;0.05;0.02;;;;;;;;;;
künstlich getrocknet;Knaulgras;DA21-d;folgende;1;880;5.696920799;5.735748401;9.839817295;116.9479968;120.8271611;886.2029735;181.1363674;265.7793489;534.0829585;310.7096707;79.40962963;72.26842871;58.88353313;114.541572;3.77;4.622687579;2.15;44.14401421;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Knaulgras;DA22-d;folgende;2;880;5.54873993;5.549410585;9.637325744;107.6181064;107.5718159;893.9936571;162.935187;273.3141429;536.8121107;313.9886282;77.01933333;70.6909586;58.34110275;106.5080323;4.26;4.290578624;2.09;35.34050055;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Knaulgras;DA23-d;folgende;3;880;5.183545316;5.088861253;9.099045985;97.82882038;91.64378696;899.3478895;140.409863;300.0377711;565.7265167;341.7965899;74.38415094;67.02509474;57.15907623;101.0731504;4.56;3.9277;2.04;32.64564827;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Knaulgras;DA24-d;folgende;4;880;4.786057481;4.596589518;8.506920209;87.22528385;77.82577188;899.6857271;118.6685366;312.0916966;592.9413023;357.3546497;71.20167925;62.71034993;56.01415535;101.1681667;4.67;3.9280508;2.01;31.533;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Knaulgras;DA25-d;folgende;5;880;4.458448214;4.211329064;8.0123044;75.08439782;58.01698842;903.0239864;90.35067677;341.5847429;643.2427057;396.6731655;59.86146194;58.85918857;53.841853;97.93209375;4.58;3.539105199;1.99;32.09365023;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Englisches Raigras ;LP21-d;folgende;1;880;5.792838352;5.871844904;9.982499567;112.5463586;113.6801826;887.1957371;171.0270482;227.5184371;446.1163182;269.2245361;120.7365877;73.60889571;58.84882379;113.4803491;4.55;4.444080343;2.07;39.75878154;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Englisches Raigras ;LP22-d;folgende;2;880;5.730439156;5.784361162;9.895879009;108.7755787;107.7956146;896.0837542;163.4088179;229.1356279;452.9364152;273.9756923;143.516209;72.55098126;58.66326663;104.3440087;4.64;3.941809731;2.16;33.09807951;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Englisches Raigras ;LP23-d;folgende;3;880;5.431818249;5.416799687;9.479609501;99.67886269;93.11078543;902.0306681;140.1784;236.1139091;488.2600416;289.4804278;130.4181395;69.5852487;57.37351179;98.32183908;4.64;3.630231819;2.16;29.02763468;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Englisches Raigras ;LP24-d;folgende;4;880;5.262358032;5.199540742;9.228090298;93.47846086;81.76663012;908.1968399;124.5726;249.7947592;523.2627484;311.9563359;115.2105581;67.43899734;56.4705057;92.06583207;4.55;3.5917;2.07;28.7928;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Englisches Raigras ;LP25-d;folgende;5;880;4.72613229;4.515332989;8.432068436;81.46761227;67.86696347;912.034632;105.2325011;283.8714314;579.5389295;349.8533067;99.39696661;61.2936561;55.16849652;88.42105263;4.36;3.137359697;1.89;26.713999;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Italienisches Raigras;LM21-d;folgende;1;880;5.754497834;5.824618806;9.907881898;108.1229425;110.687993;884.1150867;167.7967152;215.1470588;448.0346978;274.1404719;148.7560907;73.13651432;59.41161155;116.9306305;4.59;4.759141128;2.28;42.87727402;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Italienisches Raigras;LM22-d;folgende;2;880;5.560902689;5.59076834;9.651474103;100.5183788;94.82958912;892.9186962;145.5144341;238.0874071;470.8193665;282.0978588;143.1078702;71.37706331;58.07969774;108.0454224;4.45;3.996555129;2.39;34.48187214;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Italienisches Raigras;LM23-d;folgende;3;880;5.117136693;5.000698727;9.005618969;90.7446181;79.79091682;907.5236616;124.6041168;268.2061465;524.3652449;316.6159123;122.2808448;65.8117173;56.65347477;92.6116829;4.34;3.513797034;2.38;26.7975011;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Italienisches Raigras;LM24-d;folgende;4;880;4.384846486;4.08835726;7.925068699;76.98215642;63.13419134;918.2899462;99.93574194;296.1935924;590.8346408;355.4310634;123.1289566;57.24641723;54.83671663;81.20307648;4.25;3.081325616;2.26;22.5916457;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Italienisches Raigras;LM25-d;folgende;5;880;3.923312898;3.532788467;7.199895999;65.60590911;48.5765574;920.599616;77.63;297.6165968;589.0086184;355.1614981;106.332852;51.98268106;52.9089506;79.03883158;4.19;2.47339136;2.01;19.06369022;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Wiesen-Fuchsschwanz;AP21-d;folgende;1;880;5.393098596;5.318655618;9.443619129;116.2646846;134.3531622;898.2663044;201.3467854;271.6503569;525.0613751;315.8437061;48.37530909;67.50270072;60.02492206;101.9294419;2.5;4.514401797;1.57;41.1404738;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Wiesen-Fuchsschwanz;AP22-d;folgende;2;880;5.023128342;4.867407028;8.87877248;104.9764634;113.8867643;899.412647;172.3729014;277.9283545;537.2114945;321.769516;54.77794008;64.10604147;58.84435722;100.9256533;2.75;4.055936887;1.56;34.38021259;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Wiesen-Fuchsschwanz;AP23-d;folgende;3;880;4.529265299;4.269788456;8.121550135;90.67059395;86.2644922;899.5660107;131.3984024;291.30816;601.3930137;338.4403089;51.16446934;59.69067124;56.37517978;101.005377;3.03;3.7668;1.55;28.28244355;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Wiesen-Fuchsschwanz;AP24-d;folgende;4;880;4.228851692;3.90031174;7.671592654;81.69795489;75.05366367;900.7066264;116.7637829;301.093568;603.252092;363.2690587;50.21570833;56.4763574;55.65240008;99.95486118;3.34;3.695975447;1.53;27.8062;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Wiesen-Fuchsschwanz;AP25-d;folgende;5;880;3.712382387;3.288393359;6.864584666;72.325013;67.61651836;901.8472137;104.5901533;323.5606591;660.2351593;400.3751991;42.4235798;50.54190162;54.99141257;98.90837349;3.69;3.243196269;1.5;24.85750044;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Weissklee;TR21-d;folgende;1;880;6.093065908;6.248104454;10.40770197;140.402234;169.5532849;863.0815931;251.1385718;154.4453959;246.7032142;219.2515716;65.40250922;76.33934185;61.21714332;138.4304916;14.83;3.976873902;2.18;33.3517;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Weissklee;TR22-d;folgende;2;880;5.897718474;6.005196597;10.13207418;133.230073;153.6588456;868.0975353;228.5706023;171.0330798;272.2460735;240.2731152;75.23611718;74.42387787;60.5879659;132.8836945;14.75;3.576319517;2.17;32.8924;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Weissklee;TR23-d;folgende;3;880;5.848926198;5.943378647;10.06604021;130.1050827;150.3986018;873.1198095;222.0631931;184.1516185;291.1883156;254.2389799;76.72474975;73.65750439;60.56883328;127.4195607;14.63;3.295075456;2.16;32.4331;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Weissklee;TR24-d;folgende;4;880;5.696674075;5.733293398;9.863980819;126.2913894;142.4064866;881.9932356;211.5148929;202.4041341;306.8322854;282.5297966;63.4069463;71.59202744;60.09962764;117.9469027;14.47;3.3333;2.13;31.9738;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Weissklee;TR25-d;folgende;5;880;5.268468355;5.193262502;9.255460919;118.209709;130.9037964;891.1347203;195.266564;239.8149298;370.4590864;305.39675;54.848227;66.80484307;59.22847264;108.407013;14.28;3.197350747;2.1;31.5145;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Rotklee;TP21-d;folgende;1;880;5.907065936;5.979715935;10.18998983;138.5465924;168.5866344;878.1141323;248.6303431;142.0359825;264.5809981;196.3568763;60.2554198;73.19773564;61.04962057;122.6563431;17.06;3.687739838;2.73;34.19506343;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Rotklee;TP22-d;folgende;2;880;5.855543665;5.906523436;10.09801168;130.9877934;151.3074578;888.9596937;224.8829312;164;286.3193258;193.9168922;78.49222289;72.5245018;60.64485286;111.4493333;16.08;3.061617613;2.66;27.75243218;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Rotklee;TP23-d;folgende;3;880;5.540606835;5.526188511;9.660929819;119.5613509;131.5747442;897.0077348;196.2207649;203.4638596;344.882403;267.5414155;77.80800906;69.42980823;59.58037659;103.0736842;15.11;2.856620377;2.5;27.74358794;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Rotklee;TP24-d;folgende;4;880;5.240015061;5.132614548;9.210562181;110.0890928;117.2668715;906.6033854;174.9235269;242.2884808;397.7555636;312.6586457;82.75017544;66.11523157;58.74256506;93.06377559;14.17;2.801311177;2.25;27.20334568;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Rotklee;TP25-d;folgende;5;880;4.410831629;4.110612247;7.977605536;92.37165682;91.14702398;913.3937298;137.3091282;309.3966444;492.4938465;394.4432608;74.14363851;57.4847622;56.24587112;85.78897745;13.26;2.273782504;1.9;24.10827114;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Luzerne;MS21-d;folgende;1;880;5.931244031;6.003131634;10.22184542;127.4658124;176.6030015;876.4473448;270.5352648;183.2294787;296.2048597;261.8750051;45.40903327;73.18519928;66.00602492;123.7300625;16.16;4.947129448;2.91;38.54702976;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Luzerne;MS22-d;folgende;2;880;5.485002245;5.430123826;9.582635909;115.8478904;155.9844123;895.6430423;239.2163889;237.6873701;336.6194228;294.3281493;45.9;68.01827486;65.79914149;112.2748165;16.2;4.306574357;2.53;34;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Luzerne;MS23-d;folgende;3;880;4.788133306;4.550891257;8.553684651;100.3150711;130.0221494;899.9397993;200.3800864;289.0299173;410.4986712;346.1820888;45.5985214;60.35096699;64.9444392;99.47572816;16.1;3.719534654;2.2;30.67458226;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Luzerne;MS24-d;folgende;4;880;4.358485661;4.033098405;7.887406679;89.08191431;109.4331006;901.2121786;169.7494737;333.561624;476.0375989;403.8699648;43.95766944;56.2832151;63.9078772;98.89471429;15.84;3.453037955;1.93;26.35554828;;;;;;;;;;;;;;;;;;;
künstlich getrocknet;Luzerne;MS25-d;folgende;5;880;4.12768234;3.753269155;7.528325579;83.82197124;100.7254151;903.435267;156.8294699;361.4579436;514.5256286;432.1609786;38.6311929;53.84975724;63.3502323;96.54920213;15.42;3.192073476;1.71;25.35834382;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grünfutter;Hafer;A12;andere Futtermittel;im Schossen;150;6.2;6.4;10.48242;85;85;890;140;240;503.724;267.533;;78;75;110;4.4;3.1;1.7;27;1;;;;;;;;;;;;;;;;;;
Grünfutter;Hafer;;andere Futtermittel;Rispenschieben;200;5.3;5.2;9.2412;74;62;900;100;300;575.94;330.629;;68;70;100;4.4;2.7;1.3;18;0.9;;;;;;;;;;;;;;;;;;
Grünfutter;Weizen;A13;andere Futtermittel;Blüte;200;5.2;5.2;9.20647;71;61;910;100;335;579.963;363.6435;;67;75;90;2.6;2.3;1.3;18;2.3;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;Milchreife;300;5;4.8;8.799525;66;46;925;75;300;534.89;331.601;;63;70;75;2.6;2.3;1.3;18;2.3;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;Teigreife;400;5;4.8;;65;43;925;70;290;522.012;322.446;;63;70;75;2.6;2.3;1.3;18;2.3;;;;;;;;;;;;;;;;;;
Grünfutter;Mais ganze Pflanze ;A14;andere Futtermittel;Blüte;150;5.486899428;5.473031022;9.542817336;75.39976402;62.99976;923;101;239;498.6861;275.1535;165;66.70266897;70;77;3.4;2.8;1;23;0.3;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;Milchreife;200;6.350476574;6.550188356;10.80629015;77.69248412;54.9657312;947.8;88.12;211.64;459.564036;244.87966;210;73.55771364;70;52.2;2.6;2.9;0.9;18;-;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;Beginn Teigreife;260;6.367752277;6.564617219;10.83958905;74.11217252;50.9292664;952.2;80.62;206.44;452.128556;239.12586;140;73.44342848;65;47.8;2.3;2.7;0.9;13;0.1;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;"Teigreife, Kolbenanteil 55 %,
normale Bedingungen";320;6.413188583;6.617032906;10.91051504;69.26265171;47.979134;956;75.95;200.35;443.420465;232.387275;100;73.63014601;65;44;2.1;2.6;0.9;13;0.1;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;Teigreife, Kolbenanteil 60 %, günstige Bedingungen;320;6.594673287;6.849555835;11.16664232;71.18252893;48.9583;958.95;77.5;184.2;420.32758;214.5173;90;75.12680921;65;41.05;1.945;2.614;1.02;12;0.1;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;"Teigreife, Kolbenanteil 45 %,
ungünstige Bedingungen";320;5.845400934;5.891673595;10.10076275;62.48857049;43.083304;948.3;68.2;250.45;515.058455;287.822925;70;68.71898268;65;51.7;2.65;2.339;0.93;15;0.1;;;;;;;;;;;;;;;;;;
Grünfutter;Gerste;A15;andere Futtermittel;Blüte;200;5.4;5.3;9.44656;75;73;920;120;320;;;;68;75;80;6.5;4;1.5;46;0.6;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;Milchreife;300;5.4;5.3;9.40881;75;62;930;100;280;;;;67;70;70;6.5;4;1.5;46;0.6;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;Teigreife;400;5;4.9;8.94222;70;56;940;90;260;;;;63;70;60;6.5;4;1.5;46;0.6;;;;;;;;;;;;;;;;;;
Grünfutter;Roggen;A16;andere Futtermittel;im Schossen;150;6.4;6.6;10.77953946;90;98;900;160;200;;;;79;75;100;6;4.1;1.3;28;1.3;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;Rispenschieben;200;6.1;6.2;10.39182;81;62;930;100;260;;;;74;70;70;6;4.1;1.3;28;1.3;;;;;;;;;;;;;;;;;;
Grünfutter;Hirse;A17;andere Futtermittel;im Schossen;150;5.8;5.8;9.947381428;89;116;890;190;265;;;;72;75;110;8.5;2.2;2;20;-;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;Rispenschieben;200;5.2;5.1;9.11889;78;74;915;120;300;;;;66;70;85;8.5;2.2;2;20;-;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;Milchreife;280;4.8;4.5;8.5164;64;43;940;70;310;;;;60;70;60;8.5;2.2;2;20;-;;;;;;;;;;;;;;;;;;
Grünfutter;Triticale;A18;andere Futtermittel;Blüte;200;5.5;5.5;9.65192;70;49;940;80;380;;;;68;75;60;-;-;-;-;-;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;Milchreife;300;5.4;5.3;9.4677;69;43;950;70;350;;;;66;70;50;-;-;-;-;-;;;;;;;;;;;;;;;;;;
Grünfutter;;;andere Futtermittel;Teigreife;400;5.1;5;9.03735;67;43;950;70;290;;;;63;70;50;-;-;-;-;-;;;;;;;;;;;;;;;;;;
